,sentence,word_index,sentence_index,l1_label,l2_label
2059,"Move the dominant hand back and forth in a flat motion, indicating the concept of ""ground"" or ""earth"".",543,3,52,3
2060,"Start with both hands flat and facing down, with palms facing towards you, representing the ground.",544,1,56,2
2061,"Use your index fingers to draw a square shape in the air, representing the map.",544,2,80,1
2062,"Bring both hands together in front of you, palms facing towards you, to show the folding of the map.",544,3,24,0
2063,"Open both hands outward, as if unfolding the map.",544,4,69,22
2064,"Extend your dominant hand open, palm facing down.",545,1,31,1
2065,"Trace the outline of a landscape with your fingers, moving from left to right.",545,2,98,5
2066,Use your non-dominant hand to mimic the rolling hills or mountains.,545,3,44,6
2067,"Bring both hands together at chest level, palms facing each other, to signify the terrain.",545,4,79,2
2068,"Start with both hands open, palms facing down and fingers pointing downward.",546,1,88,4
2069,"Bring both hands together in front of your chest, keeping them open and flat.",546,2,10,7
2070,"Separate both hands, moving them outward and downward, as if indicating a wide area.",546,3,53,2
2071,"Point with one hand to the left, then to the right, indicating a specific location or place.",546,4,4,3
2072,"Use both hands to make a round shape, as if holding the earth.",547,1,69,5
2073,Bring both hands up and rotate them in a circular motion.,547,2,99,4
2074,Tilt your head slightly to the side while continuing the circular motion.,547,3,27,6
2075,Stop the rotation and hold your hands out in front of you to represent the earth.,547,4,83,0
2076,Extend both index fingers and tap them together in front of the body.,548,1,67,4
2077,"Move both hands in a downward and forward motion, as if mimicking a train moving along tracks.",548,2,69,21
2078,Tap the left palm with the right index finger.,548,3,13,1
2079,Start with fists clenched and arms crossed in front of the chest.,549,1,12,4
2080,Open both hands and shake them rapidly from side to side in front of the body.,549,2,8,2
2081,"Bring hands together in a clapping motion, symbolizing the impact of an earthquake.",549,3,64,2
2082,"Hands open, palms facing down, move from side to side in front of the body.",550,1,8,2
2083,Head tilts slightly to the right.,550,2,98,5
2084,"Hands come together in front of the chest, palms facing each other, then spread apart.",550,3,33,5
2085,Head nods once.,550,4,16,1
2086,"Start with both hands in a closed fist, palms facing upwards.",551,1,20,2
2087,"Spread both hands outwards, as if showing the size of a space.",551,2,69,17
2088,"Use one hand to point to the ground, indicating a specific location.",551,3,4,3
2089,"Bring both hands together to form a circle, symbolizing a place or venue.",551,4,78,4
2090,"Start with both hands in fists, palms facing each other in front of chest",552,1,17,2
2091,"Start with both hands in fists, palms facing each other in front of chest",552,2,17,2
2092,"Open both hands and spread fingers outwards while moving hands downwards in front of body, symbolizing something bad",552,3,68,2
2093,Shake head from side to side while keeping hands in downward position,552,4,8,4
2094,"Hold both hands out in front of body, palms facing down.",553,1,96,5
2095,Lower hands to waist level while bending knees slightly.,553,2,41,1
2096,Sit down by lowering body onto imaginary chair.,553,3,94,37
2097,"Start with both hands in fists, palms facing down.",554,1,2,3
2098,Extend both arms outward in front of you.,554,2,24,4
2099,"Alternate raising and lowering both fists, indicating a strong and continuous action.",554,3,94,24
2100,Repeat the motion several times to emphasize perseverance and determination.,554,4,19,2
2101,Use both hands to mimic holding a piece of trash and then throw it away.,555,1,44,1
2102,Shake your head in disapproval.,555,2,94,11
2103,Make a disgusted facial expression.,555,3,30,3
2104,Cross your arms in front of your chest.,555,4,25,1
2105,"Hold non-dominant hand horizontally in front of chest with palm facing down, as if representing a city skyline",556,1,70,1
2106,"With dominant hand, make a sweeping motion from left to right above non-dominant hand, indicating the vastness of a city",556,2,3,10
2107,Tap non-dominant hand with dominant hand to indicate the bustling activity in a city,556,3,1,0
2108,"Place left hand out with palm facing up, right hand with fingers pointed down touching left palm.",557,1,15,1
2109,Move right hand up and down in a tapping motion on left hand.,557,2,63,3
2110,"Bring both hands together in front of chest, palms facing each other.",557,3,33,1
2111,"Spread both hands outwards, palms facing out.",557,4,26,1
2112,"Begin with both hands flat, palms facing upwards, and place them in front of the chest.",558,1,56,1
2113,Move the hands downwards and outwards to signify the foundation or base.,558,2,94,3
2114,Rotate the hands in a circular motion to indicate the concept of basics or fundamentals.,558,3,99,1
2115,Firmly tap the fingertips of both hands together to emphasize the importance of the base.,558,4,97,1
2116,"Bring the hands back to the chest level, signifying the completion of the expression.",558,5,66,4
2117,"Place the left hand flat, palm up in front of the body.",559,1,92,3
2118,Use the right hand to mimic writing the character 基 on the left palm.,559,2,90,2
2119,Use the right hand to mimic writing the character 金 on the left palm.,559,3,90,2
2120,Use the right hand to mimic writing the character 会 on the left palm.,559,4,90,2
2121,"Place both hands palm down, fingers spread out, thumbs touching, in front of chest.",560,1,26,7
2122,Move both hands forward in a blocking motion.,560,2,42,6
2123,"Bring both hands back to chest, repeating the blocking motion.",560,3,66,1
2124,Head slightly tilted down as hands repeat blocking motion.,560,4,62,2
2125,"Make fists and extend arms in front of body, with palms facing each other.",561,1,12,4
2126,"Bring fists together and twist them in a circular motion, symbolizing cars stuck in traffic.",561,2,72,0
2127,Shake head from side to side to indicate frustration.,561,3,8,10
2128,Use both hands to mimic holding a pen and writing on an imaginary paper in front of you.,562,1,44,1
2129,Move your hands to the left side and then to the right side as if filling out a form.,562,2,98,4
2130,Repeat the writing motion with both hands to emphasize the action of filling in information.,562,3,62,4
2131,Use both hands to mimic building a wall by pushing imaginary bricks together in front of the body.,563,1,44,13
2132,Extend both arms outwards to indicate the length of the wall.,563,2,12,5
2133,Shape both hands into fists and move them back and forth in a vertical motion to represent the height of the wall.,563,3,52,5
2134,Tilt the head slightly to the side to show the concept of a vertical structure.,563,4,7,2
2135,"Start with both hands open, palms facing up, and raise them upwards in a smooth motion.",564,1,37,0
2136,"Close both hands into fists, with one fist stacked on top the other, and bring them closer to the body.",564,2,36,10
2137,"Open both hands again, palms facing down, and spread them outwards in a sweeping motion.",564,3,76,5
2138,"Finally, bring both hands together in front of the chest, palms facing each other, and push them forward slightly.",564,4,33,1
2139,Use both hands to mimic holding a microphone in front of your mouth.,565,1,44,8
2140,Move the imaginary microphone closer to your mouth.,565,2,18,2
2141,Make a sweeping gesture with one hand while opening and closing it slightly to represent sound waves.,565,3,75,4
2142,Tilt your head slightly to the side as you continue to make the sound wave gesture.,565,4,7,5
2143,"Point to the forehead with your index finger, then make a writing motion with your hand.",566,1,93,2
2144,Bring your hand down to chest level and make a circle motion with your index finger.,566,2,57,9
2145,"Cross your arms over your chest, then extend your arms outwards with palms facing upwards.",566,3,12,0
2146,"Start with hands open and palms facing down, then rotate them in a circular motion in front of the body.",567,1,99,6
2147,Bring hands up to chest level and make a forward pushing motion.,567,2,5,7
2148,"Move hands away from the body, as if pushing something away.",567,3,38,4
2149,"Start with your non-dominant hand raised, palm facing down.",568,1,73,6
2150,"With your dominant hand, make a chopping motion downwards towards your non-dominant hand.",568,2,3,10
2151,"Bring both hands together in front of your chest, palms facing each other, and then twist them away from each other.",568,3,33,3
2152,"Move your dominant hand downwards in a swift motion, as if delivering a punishment.",568,4,69,3
2153,"Start with hands forming the sign for ""review"" by bringing them together in front of the chest, open and flat, palms facing down.",569,1,89,1
2154,"Move hands away from the body in a circular motion, keeping them close together.",569,2,38,1
2155,"Bring hands back together in front of the chest, palms facing down.",569,3,81,1
2156,"Repeat the circular motion, symbolizing the action of reviewing.",569,4,62,6
2157,"Start with both hands positioned in front of your chest, palms facing each other, fingers spread out.",570,1,17,1
2158,"Move both hands outward and then bring them back together, mimicking the action of a photocopier.",570,2,21,5
2159,Repeat the motion a few times to emphasize the idea of duplication.,570,3,19,1
2160,"Touch your fingertips together in a quick, tapping motion to signify the completion of the copying process.",570,4,97,0
2161,"Hold both hands in front of the chest, palms facing each other.",571,1,33,4
2162,"Move both hands in a twisting motion, crossing over each other.",571,2,28,2
2163,Open both hands and spread fingers outward.,571,3,26,0
2164,"Bring hands back together in front of the chest, palms facing each other.",571,4,33,9
2165,"Start with both hands in a claw shape, with fingers pointing outwards.",572,1,54,6
2166,"Bring both hands away from the body, as if showing something far.",572,2,38,4
2167,"Point both hands outwards, emphasizing the external or outside aspect.",572,3,94,40
2168,"Finish by extending both arms outwards, symbolizing the concept of ""outside.""",572,4,12,4
2169,"Use dominant hand to make a 'C' shape with fingers pointing outward, palm facing up.",573,1,35,6
2170,Use non-dominant hand to mimic grabbing food from the 'C' shape and bringing it towards the mouth.,573,2,18,4
2171,"Use both hands to mimic opening a door, then point outward with both index fingers.",574,1,14,1
2172,Bring hands together and tap fingertips together twice.,574,2,67,2
2173,Wiggle both index fingers while rotating both hands in a circle.,574,3,68,3
2174,Use the index finger of the dominant hand to point to the side of the non-dominant hand.,575,1,1,0
2175,Move the dominant hand away from the non-dominant hand in a sweeping motion.,575,2,3,6
2176,Repeat the pointing and sweeping motion to indicate a different location or place.,575,3,62,6
2177,"Use the dominant hand to tap the side of the head, representing ""woman""",576,1,0,1
2178,"Use both hands to form an ""X"" shape in front of the chest, representing ""grandmother""",576,2,78,1
2179,"Bring both hands downwards and outwards, indicating respect and reverence for the grandmother.",576,3,94,3
2180,Use both hands to show a wide open space in front of you.,577,1,53,0
2181,Move your hands back and forth to indicate abundance or many.,577,2,52,5
2182,Use both hands to make a rectangle shape in front of your body.,578,1,11,1
2183,Move your hands forward while twisting your wrists in a circular motion.,578,2,32,4
2184,"Open and close your hands repeatedly, mimicking the opening and closing of a screen.",578,3,94,24
2185,"Form an ""L"" handshape with your dominant hand.",579,1,78,7
2186,"Place the ""L"" handshape against your chin.",579,2,71,2
2187,"Move the ""L"" handshape down towards your chest.",579,3,45,10
2188,"Spread out the fingers of the ""L"" handshape to represent the concept of ""how many.""",579,4,83,4
2189,Extend both hands outwards with palms facing down.,580,1,29,5
2190,Open both hands widely to indicate the size of something big.,580,2,94,17
2191,"Bring both hands back together in front of the chest to show the concept of ""big"".",580,3,10,2
2192,"Begin with both hands open and facing upwards, palms facing outwards.",581,1,29,4
2193,"Bring both hands together in front of your chest, forming a large circle.",581,2,55,2
2194,"Open both hands again, this time palms facing downwards.",581,3,88,1
2195,"Move both hands downwards and outwards, indicating something big or significant.",581,4,94,3
2196,Use both hands to make a 'D' shape with your fingers and place them on your chest.,582,1,57,7
2197,"Extend your dominant hand with all fingers together, palm facing down, to the side.",582,2,31,1
2198,"Bring your non-dominant hand up to your forehead with fingers together, palm facing down.",582,3,73,5
2199,Bring both hands to your chest and make a circular motion.,582,4,85,7
2200,Make a fist with both hands resting on the stomach.,583,1,85,0
2201,Move both fists downwards in a pushing motion.,583,2,39,0
2202,Open both hands with palms facing downwards.,583,3,88,1
2203,Move both hands away from the body towards the side.,583,4,38,7
2204,"Open palms facing up, move hands up and down together in front of chest.",584,1,81,0
2205,"With fingers touching, tap pointer fingers together twice.",584,2,67,2
2206,Gesture with both hands forming the shape of a book.,584,3,55,2
2207,"Touch forehead with two fingers and open hand, then move hand away from forehead.",584,4,38,8
2208,Use both hands to sign 'big' by extending both arms out and making a big circle.,585,1,89,4
2209,Use both hands to sign 'school' by mimicking holding a book and tapping it on the palm of your other hand.,585,2,89,8
2210,Use both hands to sign 'person' by pointing to yourself.,585,3,89,6
2211,"Combine the signs for 'big', 'school', and 'person' in a fluid motion.",585,4,94,33
2212,"Start with both hands open, palms facing downwards, in front of the chest.",586,1,2,2
2213,"Bring both hands outwards and downwards, forming a circle in front of the body.",586,2,55,2
2214,"Open both hands with palms facing upwards, extending the arms outwards to the sides.",586,3,12,5
2215,Tilt the head slightly forward and smile.,586,4,7,3
2216,"Start with both hands in front of the chest, palms facing down, and move them out and slightly up in a circular motion to show approximation or estimation.",587,1,72,6
2217,Open both hands into a flat position with palms facing up and move them outwards to show the concept of general or rough.,587,2,29,7
2218,Shake the head slightly to emphasize the idea of general or rough.,587,3,7,4
2219,"Start with both hands open and fingers pointing downwards, then bring both hands up above your head.",588,1,54,2
2220,"Move both hands quickly in a downward motion, mimicking heavy rain falling from the sky.",588,2,39,4
2221,Repeat the downward motion with both hands a few times to emphasize the intensity of the rain.,588,3,19,1
2222,"Both hands start at the sides of the head, palms facing down.",589,1,23,2
2223,"Bring both hands up to above the head, forming a circle with the arms.",589,2,55,2
2224,"Extend both arms upwards, palms facing up.",589,3,12,2
2225,Tilt head and look upwards.,589,4,7,11
2226,"Use both hands to make a circular motion above your head, mimicking the sun.",590,1,85,5
2227,Repeat the circular motion twice.,590,2,62,6
2228,"Stretch both arms out in front of you, parallel to the ground, palms facing down.",591,1,24,4
2229,"Bring both hands together in front of your chest, palms facing inwards.",591,2,81,5
2230,"Open both hands while bringing them up towards your head, as if opening a gate.",591,3,69,8
2231,Close both hands together in front of your chest again.,591,4,10,1
2232,"Raise both hands above your head with fingers spread apart, palms facing outward.",592,1,26,3
2233,"Bring both hands down in a curved motion, ending at shoulder level.",592,2,39,4
2234,"Tap your temple with your index finger on each side, symbolizing intelligence.",592,3,57,4
2235,Look up with a proud expression on your face.,592,4,30,6
2236,Point upwards with index finger on one hand.,593,1,93,0
2237,Swipe hand downwards in a curved motion.,593,2,39,4
2238,Spread fingers outwards on both hands.,593,3,26,6
2239,Hold hands open in front of chest.,593,4,70,2
2240,"Point both index fingers up to represent ""天"" (sky).",594,1,14,5
2241,"Use both hands to create a horizontal line above your head to represent ""空"" (empty).",594,2,83,7
2242,"Extend both hands with palms facing up, move them upwards simultaneously.",595,1,29,3
2243,"Open both hands, spread fingers widely.",595,2,26,1
2244,"Bring both hands downwards quickly, as if showing abundance or excess.",595,3,69,11
2245,"Close both hands into fists, shake them slightly to indicate the concept of ""too much"".",595,4,36,1
2246,"Use both hands to make the sign for ""man"" by forming a fist with the thumb sticking out on the forehead.",596,1,89,0
2247,"Use both hands to make the sign for ""woman"" by forming a fist with the thumb sticking out on the chin.",596,2,89,0
2248,"Bring both hands together in front of the chest to show the concept of ""couple"" or ""husband and wife"".",596,3,10,2
2249,Make a fist with both hands.,597,1,48,0
2250,Extend the pointer finger of each hand and then separate them to the sides.,597,2,49,5
2251,Bring both hands back together in a quick motion to represent loss.,597,3,59,2
2252,"Start with both hands open, palms facing down, at chest level",598,1,50,8
2253,"Bring both hands down in a straight line, while simultaneously looking down",598,2,39,5
2254,"Close both hands into fists, bringing them up to eye level in a squeezing motion",598,3,36,0
2255,"Open hands and lift them up in front of face, with palms facing up, while looking up in a disappointed expression.",598,4,91,0
2256,"Open hands with palms facing down, move hands downwards in a quick motion.",599,1,59,2
2257,"Bring hands to chest, palms facing inwards, and push outwards in a sharp movement.",599,2,58,2
2258,Touch the top of your head with your fingertips.,600,1,97,4
2259,Bring your hand down to touch your forehead.,600,2,57,9
2260,"Move your hand outwards, away from your head.",600,3,38,3
2261,Point to your head with your index finger.,600,4,93,2
2262,Point to the head with one hand,601,1,4,3
2263,Use the other hand to simulate cutting hair with scissors,601,2,47,12
2264,Shake the head side to side while signing hair with your fingers.,601,3,8,6
2265,Point to the head with one hand and make a squeezing motion.,602,1,4,3
2266,"Close both hands into fists and shake them next to your head, indicating pain.",602,2,36,7
2267,"Hold your head with one hand and make a rotating motion with the other hand, showing discomfort.",602,3,47,4
2268,Place both hands on either side of your head and shake them slightly in a repetitive motion.,602,4,68,0
2269,Point to head with one hand,603,1,4,3
2270,Make a twisting motion with hand to show pain,603,2,85,6
2271,Shake head while grimacing,603,3,68,0
2272,Place hand on forehead,603,4,61,3
2273,Rub temples with fingers,603,5,94,21
2274,Start with both hands in a closed fist.,604,1,20,2
2275,Bring the hands together and interlock the fingers.,604,2,10,8
2276,Squeeze the hands together as if pinching something between them.,604,3,69,14
2277,Raise eyebrows and widen eyes,605,1,94,2
2278,"Hold hands out in front of chest, palms up, with fingers slightly apart",605,2,70,5
2279,Twist hands in opposite directions while moving them out to the sides,605,3,68,7
2280,"Bring hands back together in front of chest, fingers pointing towards each other.",605,4,33,7
2281,"Create a ""B"" handshape with both hands and move them forward quickly, mimicking the movement of a fast car.",606,1,42,7
2282,Curve the hands slightly downwards to show the action of the car speeding up.,606,2,94,3
2283,Open the hands and extend the fingers forward to show the car zooming ahead.,606,3,94,1
2284,Tilt the head slightly downwards to emphasize the concept of speed and movement.,606,4,7,2
2285,Use your dominant hand to make a fist and place it near your chest.,607,1,40,4
2286,"Extend your index finger and point it outward, then move your hand in a circular motion.",607,2,32,0
2287,Bring your hand back to your chest and repeat the circular motion.,607,3,32,2
2288,"Finish by moving your hand away from your body in a swift motion, as if presenting a award.",607,4,38,9
2289,Cross both hands in front of the chest,608,1,25,6
2290,Extend both index fingers and move them outwards in a circular motion,608,2,72,10
2291,"Bring both hands back together in front of the chest, fingertips touching",608,3,65,1
2292,Tilt head slightly to the side.,608,4,27,1
2293,"Finger spell ""奥"" with the right hand.",609,1,98,5
2294,"Finger spell ""运"" with the left hand.",609,2,90,4
2295,"Bring both hands together in front of your chest, palms facing inward, and rotate them in a circular motion.",609,3,99,4
2296,"Use your dominant hand to gesture the shape of a female's body by forming the letter ""S"" with your fingers.",610,1,75,2
2297,Use your non-dominant hand to gesture the long hair of a female by running your fingers down the side of your head.,610,2,3,5
2298,Use both hands to mimic the gesture of a female walking gracefully by moving your hands in a flowing motion.,610,3,75,1
2299,"Use both hands to form the sign for 'female' by making a fist and placing the thumb on the chin, then extend the index finger and pinky out horizontally.",611,1,89,4
2300,"With one hand, make a 'daughter' sign by extending the index and middle fingers together, pointing downward.",611,2,89,2
2301,"Combine the two signs by bringing the 'daughter' hand towards the 'female' hand, as if referencing a female child.",611,3,94,29
2302,Hold an imaginary object with both hands as if they are milking a cow.,612,1,69,15
2303,The hands move up and down in a squeezing motion.,612,2,39,1
2304,Trace the outline of breasts with both hands.,612,3,94,13
2305,Use right hand to touch left shoulder.,613,1,63,4
2306,Use left hand to touch right shoulder.,613,2,63,4
2307,"With both hands in front of shoulders, move hands in small circles.",613,3,39,4
2308,"Bring both hands to chest, palms facing inwards.",613,4,58,2
2309,Cross hands in front of body.,613,5,25,6
2310,Open hands and bring them up to shoulder level with fingers pointing outwards.,613,6,5,5
2311,"Start with both hands forming the letter ""H"" shape",614,1,55,0
2312,Move both hands in a circular motion in front of the chest,614,2,72,4
2313,Bring both hands together with palms facing each other,614,3,79,5
2314,Separate both hands while flicking the fingers outwards at the same time,614,4,49,4
2315,"Hold up both hands with palms facing outwards, then move hands up and down in a gentle patting motion.",615,1,29,6
2316,Tilt head slightly to the side.,615,2,27,1
2317,"Place hands in front of chest with palms facing each other, then move hands apart and back together in a questioning gesture.",615,3,33,5
2318,Tilt head to the other side.,615,4,27,2
2319,Use your dominant hand to make a thumbs-up gesture,616,1,75,1
2320,Bring your hand to your chest and make a circular motion,616,2,32,2
2321,Open your hand and bring it outwards in a sweeping motion,616,3,76,2
2322,Tilt your head slightly to the side,616,4,27,3
2323,Use your dominant hand to pinch the tips of your fingers together.,617,1,57,4
2324,Bring your hand up to your mouth and mime eating.,617,2,18,6
2325,Repeat the motion twice.,617,3,62,6
2326,Nod your head in approval.,617,4,87,5
2327,"Place the fingertips of the right hand on the chin, then move the hand downwards in a graceful motion.",618,1,71,1
2328,"Bring the fingers of the right hand to the side of the right ear, then flick them outwards.",618,2,98,4
2329,Point the left index finger towards the right ear while tilting the head slightly to the right.,618,3,98,3
2330,"Combine both hands in front of the chest, with the fingers of the right hand touching the palm of the left hand.",618,4,90,0
2331,Start with both hands in a neutral position by your sides,619,1,23,5
2332,"Bring both hands up to chest level, palms facing inwards",619,2,5,3
2333,"Separate your hands slightly and rotate them outward, as if indicating something good spreading out",619,3,69,6
2334,"Bring your hands back together and move them slightly upwards, showing the concept of benefits or advantages.",619,4,94,6
2335,Extend both hands with palms facing up.,620,1,96,2
2336,"Bring hands towards heart, indicating a kind and caring gesture.",620,2,75,4
2337,Use your dominant hand to make a 'thumbs up' gesture in front of your chest.,621,1,75,1
2338,"Move your hand in a circular motion in front of your face, while keeping your thumb up.",621,2,32,4
2339,Use your non-dominant hand to make a 'V' shape and place it on your chin.,621,3,84,2
2340,"Combine both hands together, with the 'thumbs up' hand moving down in a smooth motion towards your chest.",621,4,37,3
2341,"Start with both hands pointing upward, palms facing each other.",622,1,17,1
2342,"Move hands downward in a circular motion, crossing at the wrists and ending with palms facing down.",622,2,28,1
2343,Tilt head slightly to the side.,622,3,27,1
2344,"Use both hands with fingers spread out to touch the sides of the head, resembling a mother's hair.",623,1,23,2
2345,"Move both hands downward to touch the sides of the chest, symbolizing a mother's love and care.",623,2,23,7
2346,Use your dominant hand to make a M handshape and bring it down from the side of your head to chest level.,624,1,40,1
2347,"Use your non-dominant hand to make a smaller M handshape and bring it down from the side of your head to chest level, slightly in front of your dominant hand.",624,2,3,0
2348,"Repeat the movement of both hands to emphasize the plural form of ""sisters.""",624,3,62,4
2349,Tilt your head slightly to the side to indicate feminine gender.,624,4,7,4
2350,"Use a ""C"" handshape on the dominant hand and place it near the chin, palm facing inward",625,1,71,1
2351,"Use a ""C"" handshape on the non-dominant hand and place it near the chest, palm facing inward",625,2,84,3
2352,Connect the two hands and move them together in a circular motion,625,3,72,8
2353,Tilt the head slightly to the side to indicate the female gender,625,4,7,4
2354,Start with both hands in a fist and move them forward in a straight line.,626,1,42,2
2355,Open up both hands with palms facing up and move them in an arching motion from left to right.,626,2,39,6
2356,Bring both hands together in front of your chest with fingertips touching.,626,3,65,0
2357,Tilt head slightly downwards.,626,4,27,7
2358,"Place the right hand flat on top of the left hand, palm down, and move them up and down together in front of the chest.",627,1,61,1
2359,"Bring the right hand up to the right side of the face and trace the outline of the face with the fingertips, starting from the forehead down to the chin.",627,2,98,0
2360,"Move the right hand in a circular motion from the chin to the forehead, indicating the hair length of an older sister.",627,3,98,2
2361,No Note,627,4,94,5
2362,Raise both hands up to shoulder height with palms facing inward.,628,1,5,2
2363,Bring both hands down in a twisting motion to chest level.,628,2,9,4
2364,Cross both hands over the chest and make a fist with both hands.,628,3,25,2
2365,Lower both hands down to waist level while clenching fists.,628,4,41,1
2366,Hold both hands open in front of chest with palms facing each other.,629,1,33,4
2367,Move both hands outward while curling fingers inward.,629,2,21,4
2368,Bring both hands back to starting position and repeat the movement.,629,3,77,2
2369,Tilt head slightly to the right while performing the hand movements.,629,4,7,8
2370,"Start with hands open and palms facing outward, fingers slightly curved.",630,1,21,0
2371,"Bring hands together, palms facing each other, and rotate them in a gentle, circular motion.",630,2,79,0
2372,"Slowly move hands apart, still facing each other, in a graceful and flowing manner.",630,3,51,0
2373,Tilt head slightly to the side while continuing the circular hand motion.,630,4,27,6
2374,Make a fist with your dominant hand and extend your pinky finger outward.,631,1,40,7
2375,Bring your hand to your shoulder and make a motion as if brushing off your shoulder.,631,2,57,9
2376,Extend your index finger on your non-dominant hand and bring it to your palm facing downwards.,631,3,73,5
2377,Move your hand in a circular motion in front of your chest while nodding your head slightly.,631,4,32,3
2378,"Begin with both hands in a fist, palms facing down, with the right hand slightly higher than the left hand.",632,1,90,6
2379,"Open both hands, palms facing up, while moving them apart slightly.",632,2,68,6
2380,"Bring the right hand up to the chest, bending the fingers slightly like claws.",632,3,98,1
2381,"Bring the left hand up to the right hand, mimicking a grip or grasp.",632,4,63,5
2382,Close both hands into fists while moving them away from the body.,632,5,36,2
2383,"Shake the fists in a quick motion, emphasizing the feeling of jealousy.",632,6,59,1
2384,"Extend both hands outward with palms facing down, fingers slightly spread.",633,1,26,3
2385,"Rotate both hands inward, crossing at the wrists.",633,2,28,0
2386,Bring both hands up to chest level and make a dismissive flicking motion with fingers.,633,3,5,7
2387,Shake head from side to side while looking disapproving.,633,4,8,6
2388,Use the dominant hand to make a grabbing motion towards the non-dominant shoulder.,634,1,3,10
2389,Use the dominant hand to make a sweeping motion downwards towards the non-dominant hip.,634,2,3,10
2390,Use both hands to make a walking motion in front of the body.,634,3,34,2
2391,Shake the head back and forth.,634,4,52,2
2392,"Hold your non-dominant hand out in front of you, palm facing up, fingers slightly spread apart.",635,1,70,1
2393,"With your dominant hand, trace the outline of a square shape in the air above your non-dominant hand.",635,2,3,6
2394,Use your dominant hand to make a writing gesture as if you are writing a character on the palm of your non-dominant hand.,635,3,3,3
2395,"Curl your dominant hand into a fist and place it on top of your non-dominant hand, as if sealing the character you just wrote.",635,4,84,1
2396,"Start with both hands in a flat position, palms facing each other.",636,1,56,3
2397,"Move both hands apart while keeping the palms facing down, as if opening a book.",636,2,6,5
2398,"Bring both hands back together in a closing motion, symbolizing closing the book.",636,3,66,1
2399,"Finish by tapping the index finger of the dominant hand on the non-dominant hand's palm, representing looking up a word in a dictionary.",636,4,1,0
2400,Use both hands to make a flat surface gesture in front of the chest.,637,1,75,5
2401,Use one hand to sign the character for '字' (letter) on the palm of the other hand.,637,2,47,2
2402,"Use both hands to make a flicking motion outward, as if displaying subtitles.",637,3,69,5
2403,Use one hand to sign the character for '幕' (curtain) above the other hand.,637,4,47,11
2404,"Use your dominant hand to make a C shape and place it on your non-dominant hand, which is flat.",638,1,84,2
2405,Move the C-shaped hand in a circular motion on your flat hand.,638,2,72,11
2406,"Bring both hands together in front of your chest, with the C-shaped hand on top.",638,3,10,7
2407,Open the C-shaped hand to release the action.,638,4,94,3
2408,Place the right palm facing up in front of the body.,639,1,92,3
2409,"Use the left index finger to draw a line on the right palm, representing the page of a passbook.",639,2,13,3
2410,"Close the right palm to form a book shape, indicating a passbook.",639,3,78,3
2411,Bring the closed hand to the chest level to signify '存折'.,639,4,94,31
2412,Place your dominant hand palm-down in front of you at chest level.,640,1,92,2
2413,Use your non-dominant hand to mimic writing on the palm of your dominant hand.,640,2,1,3
2414,"Bring your dominant hand up to your forehead, indicating the concept of learning or studying.",640,3,57,6
2415,Take your dominant hand and make a fist with the index finger pointing up.,641,1,40,6
2416,"Place the index finger in the air in front of you, moving it in a circular motion.",641,2,72,5
2417,Use your non-dominant hand to make a closed fist with the thumb pointing up.,641,3,40,8
2418,"Bring the two fists together, with the index finger of the dominant hand tapping the thumb of the non-dominant hand.",641,4,1,0
2419,"Handshape: Flat hands facing each other, one hand slightly higher than the other.",642,1,47,3
2420,"Move hands apart and back together, mimicking the shape of a school building.",642,2,51,5
2421,Head tilts slightly to the side as hands come together.,642,3,7,8
2422,Release hands and lower them down to chest level.,642,4,9,2
2423,"Use your dominant hand to make the sign for ""learn"" by tapping your forehead with the thumb and index finger twice.",643,1,89,2
2424,"Bring both hands together in front of your chest, palms facing each other, to signify ""person"".",643,2,33,1
2425,"Combine the signs for ""learn"" and ""person"" by tapping your forehead and then bringing your hands together to form the sign for ""student"".",643,3,89,5
2426,"Use the dominant hand to make a flat palm facing downward, representing the book.",644,1,35,7
2427,"Use the non-dominant hand to make a C-shape, representing money.",644,2,3,15
2428,"Bring the two hands together, with the dominant hand on top of the non-dominant hand, to show the concept of learning about money.",644,3,84,7
2429,Place both hands palms facing up in front of you at chest level.,645,1,50,5
2430,Use your dominant hand to mimic the action of holding a small child.,645,2,44,6
2431,Bring your hands together to cradle the imaginary child in your arms.,645,3,57,2
2432,Tilt your head to the side slightly as if looking down at the child.,645,4,7,12
2433,"Hold left hand in front of chest with palm facing down, fingers extended and together.",646,1,70,4
2434,"Hold right hand with fingers extended and open, palm facing left, move hand from left shoulder to right shoulder.",646,2,63,7
2435,Bring right hand back to left shoulder as left hand moves outward in a pushing motion.,646,3,63,3
2436,"Bring both hands together in front of chest, palms facing each other, fingers spread apart.",646,4,33,5
2437,"Place the dominant hand flat on top of the non-dominant hand, palms facing down.",647,1,84,3
2438,"Bring both hands together in a downward motion, with the dominant hand leading.",647,2,39,11
2439,"Open both hands and extend the fingers outwards, palms facing down.",647,3,29,5
2440,"Bring both hands down to chest level in a smooth, gentle manner.",647,4,37,0
2441,"Begin with both hands in fists, palms facing down, at chest level.",648,1,50,2
2442,"Rotate both hands outwards, palms facing up, moving them upwards to shoulder level.",648,2,5,5
2443,"Open both hands, fingers spread, and move them apart to the sides.",648,3,26,2
2444,"Bring both hands back together at chest level in fists, palms facing down.",648,4,50,6
2445,"Use both hands to sign '安' by forming an 'A' shape and placing them on top of each other, with the fingers pointing upwards.",649,1,89,8
