,sentence,word_index,sentence_index,l1_label,l2_label
1622,Place the fist against the other open palm.,388,2,87,0
1623,Move the dominant hand up and down against the non-dominant palm.,388,3,14,3
1624,Repeat the motion a few times.,388,4,97,5
1625,"Start with both hands in a flat 'L' shape, palms facing down.",389,1,5,6
1626,"Bring the left hand up to the right hand and clasp them together, forming a closed 'L' shape.",389,2,81,1
1627,"Separate the hands and move them apart slightly, indicating a division or split.",389,3,65,2
1628,"Bring both hands down to waist level, palms facing up.",389,4,82,3
1629,"Place your non-dominant hand flat, palm facing up.",390,1,75,1
1630,"With your dominant hand, make a fist and place it on top of your non-dominant hand.",390,2,4,0
1631,Twist your dominant hand from side to side while keeping it on top of your non-dominant hand.,390,3,4,0
1632,Tilt your head slightly to the side.,390,4,30,3
1633,Extend both hands with fingers spread apart.,391,1,8,3
1634,Move hands up and down rapidly to simulate hail falling.,391,2,90,2
1635,Bring hands back down to chest level and clench fists to symbolize the hail hitting the ground.,391,3,82,2
1636,"Start with both hands in fists, palms facing down, and shake them vigorously to represent hail falling from the sky.",392,1,90,1
1637,"Open both hands into flat palms, and move them upwards in a diagonal motion to indicate the size of the hail.",392,2,63,4
1638,"Use both hands to create the sign for 'plus' by opening and closing them multiple times, followed by signing 'plus' again with rapid movements to show intensity.",392,3,92,1
1639,Finish the sign by adding a slight head tilt to emphasize the severity of the hailstorm.,392,4,13,4
1640,Start with both hands in a relaxed position in front of you.,393,1,72,5
1641,Lift your right hand with an open palm facing up.,393,2,98,1
1642,"Bring your right hand to the left side of your chest, about halfway across your body.",393,3,84,4
1643,"Close your right hand into a loose fist, indicating half.",393,4,99,4
1644,"Repeat the same movement with your left hand, mirroring the action.",393,5,88,5
1645,Lower both hands back to the starting position.,393,6,77,3
1646,Raise your dominant hand up to head level with fingers spread out.,394,1,34,2
1647,Move your hand in a small circular motion while keeping your palm facing forward.,394,2,29,7
1648,"Bring your hand towards your mouth, finishing with a small wave.",394,3,95,2
1649,Place your non-dominant hand flat with palm facing up.,395,1,75,1
1650,"With your dominant hand, make a fist and place it on top of the flat hand.",395,2,4,0
1651,Move your dominant hand up and down slightly in a holding motion.,395,3,14,3
1652,Keep your facial expression neutral.,395,4,78,1
1653,Make a 'H' handshape with your dominant hand and touch your non-dominant shoulder,396,1,70,4
1654,Move your hand in a circular motion while bringing it down to your dominant hip,396,2,29,3
1655,"Open up your non-dominant hand and place it on top of your dominant hand, palm facing down",396,3,4,2
1656,Twist your wrists so that your palms are facing up,396,4,53,3
1657,"Begin with both hands in a ""H"" shape",397,1,19,1
1658,"Move both hands in a forward, bouncing motion",397,2,36,2
1659,Bring both hands together in a clapping motion,397,3,55,1
1660,Finish by pointing with one finger towards the location of Hannover,397,4,13,3
1661,"Start with hands open and palms facing downwards, then bring hands close to the chest with a gentle tapping motion.",398,1,38,0
1662,Extend both hands outwards and rotate them in opposite directions with palms facing upwards.,398,2,74,1
1663,"Bring both hands together in front of the chest and close them into fists, then move them outward in a swift motion.",398,3,83,1
1664,Tap both fists against each other in front of the chest.,398,4,1,2
1665,"Place the dominant hand in a fist, palm facing down, near the chest.",399,1,57,3
1666,"Extend the non-dominant hand in front, palm facing up.",399,2,80,4
1667,Move the dominant hand downwards towards the non-dominant hand with a firm gesture.,399,3,14,1
1668,Close both hands into fists to emphasize the hardness.,399,4,52,1
1669,"With both hands, make fists and bring them up to your chest.",400,1,83,3
1670,Cross your arms in front of your chest.,400,2,68,2
1671,Extend your index fingers and tap them together in a quick motion.,400,3,15,1
1672,Bring your hands down to your sides.,400,4,84,1
1673,Use both hands to make a 'H' shape by placing your thumbs on your temples and extending your fingers outwards.,401,1,60,7
1674,Bring both hands down and inwards towards your chest while closing your fists.,401,2,7,1
1675,Open your hands and push them outwards in front of you.,401,3,65,1
1676,"Start with both hands open, palms facing down, and bring them together in front of the chest.",402,1,26,3
1677,"Lift both hands up towards the head, making a circular motion with the fingers.",402,2,87,12
1678,"Bring both hands down to elbow level, palms facing up, and move them outwards in a sweeping motion.",402,3,82,7
1679,Close both hands into fists and bring them to the center of the chest.,402,4,83,0
1680,"Open both hands and bring them outwards, palms facing down.",402,5,65,1
1681,"Bring both hands back to the center of the chest, palms facing in.",402,6,10,2
1682,"Start with both hands in a 'C' shape, palms facing up, at chest level.",403,1,56,3
1683,"Move both hands outward and upward in a sweeping motion, as if opening up a gate.",403,2,62,4
1684,"Bring both hands close together, palms facing each other, slightly above chest level.",403,3,1,8
1685,"Rotate both hands in a circular motion, as if closing a gate.",403,4,89,2
1686,"Start with both hands open, palms facing down, and shake them in a quick and vigorous motion.",404,1,39,2
1687,Move both hands down in a swift and forceful motion.,404,2,36,2
1688,"Close both hands into fists and bring them up to the chest, with an intense expression on the face.",404,3,83,3
1689,Open both hands again and shake them rapidly to emphasize the intensity.,404,4,65,2
1690,Finish with a strong nod of the head to convey the severity of the word.,404,5,87,9
1691,"Start with both hands open and held in front of the chest, palms facing inwards.",405,1,79,1
1692,"Move both hands outwards and upwards in a circular motion, as if encompassing something sacred.",405,2,25,3
1693,"Bring both hands back towards the chest, fingers slightly curled in, as if holding onto the sacredness.",405,3,41,3
1694,"Tilt head slightly downwards, with a solemn expression on the face.",405,4,6,3
1695,Extend the index finger of the dominant hand and touch it to the forehead.,406,1,35,0
1696,Bring the hand down to chest level with the palm facing inwards.,406,2,82,2
1697,Circle the hand around the chest in a clockwise motion.,406,3,31,0
1698,Repeat the circling motion one more time.,406,4,3,3
1699,Bring the hand back up to forehead level with the index finger extended.,406,5,82,5
1700,"Move the hand outwards in a sharp, diagonal motion away from the body.",406,6,2,2
1701,"Start with an open hand, palm facing upwards, near the chest.",407,1,57,3
1702,"Move the hand forward and down in a quick, chopping motion.",407,2,39,1
1703,Close the hand into a fist as it reaches the lower abdomen level.,407,3,99,0
1704,Shake the fist back and forth in a repetitive motion.,407,4,66,2
1705,Extend left arm out horizontally with palm facing down.,408,1,80,3
1706,"Place right hand on top of left arm, fingers touching and palm facing down.",408,2,96,4
1707,Move right hand up and down along left arm.,408,3,81,3
1708,Touch right index finger to chin and move hand downward.,408,4,20,2
1709,"Extend both hands, palms facing up, and move them upwards in a smooth motion.",409,1,63,2
1710,"Bring both hands together near your chest, palms facing each other.",409,2,1,10
1711,Open your hands and spread your fingers outward while moving your hands away from each other.,409,3,48,1
1712,Tilt your head slightly to the side with a neutral expression.,409,4,30,6
1713,"Start with both hands in a fist with palms facing down, move hands downwards in a quick motion.",410,1,39,3
1714,"Open both hands with palms facing down, continue to move hands downwards.",410,2,46,2
1715,"Bring both hands together at chest level, palms facing inwards, and move hands downwards in a gentle motion.",410,3,79,2
1716,Close both hands into fists with palms facing down and lower hands to waist level.,410,4,52,2
1717,"Extend both arms out in front of you, palms facing down, then bring them in towards your chest.",411,1,23,0
1718,"With both hands, mimic leaves falling from a tree by fluttering your fingers downwards.",411,2,90,0
1719,Make a circular motion with both hands in front of your body to represent the falling leaves of autumn.,411,3,90,0
1720,Tilt your head slightly to the side to signify the changing season of autumn.,411,4,30,12
1721,"Bring both hands together in front of the chest, palms facing inward.",412,1,44,6
1722,"Separate the hands while moving them vertically downwards, with the left hand higher than the right hand.",412,2,81,1
1723,"Bring both hands together again in front of the chest, palms facing inward.",412,3,44,6
1724,"Move the hands outward to the sides, while opening the fingers into a flat handshape.",412,4,50,3
1725,"Start with both hands in a fist, palms facing down, and bring them up towards your chest.",413,1,5,4
1726,"Open both hands with palms facing upwards, lift them up to shoulder level, and curve them outward.",413,2,65,1
1727,"Bring both hands back to center, with palms facing down, and make a forward pushing motion.",413,3,36,0
1728,"Move both hands outwards and upwards, with palms facing outwards, to signify excellence or outstanding quality.",413,4,63,2
1729,"Place the palm of your dominant hand flat against your chest, near your heart, with fingers extended and pointing upwards.",414,1,75,4
1730,"Close your non-dominant hand into a fist and place it on top of your dominant hand, also near your heart.",414,2,4,0
1731,"Make a small circular motion with your dominant hand, while keeping your non-dominant hand still.",414,3,70,2
1732,"Open both hands and bring them outwards slightly, as if showing your heart to someone.",414,4,85,6
1733,"Hold your right flat hand up near your chest with fingers together, palm facing left.",415,1,47,4
1734,Extend your right arm straight out to the right side.,415,2,81,1
1735,"Bring your right hand back to your chest, tapping your chest twice.",415,3,84,4
1736,Point to the wrist with one hand.,416,1,61,1
1737,Bring that hand up to the chest.,416,2,82,5
1738,Open and close the hand with the fingers pointing towards the chest.,416,3,71,5
1739,Repeat the open and close motion with the other hand pointing towards the chest.,416,4,3,4
1740,"Start with both hands in fists near the chest, palms facing down.",417,1,57,2
1741,"Move both hands outward and downward in a sweeping motion, as if representing the passing of time.",417,2,93,3
1742,"Bring both hands together near the chest, palms facing inwards.",417,3,79,1
1743,"Raise one hand up towards the sky, while keeping the other hand near the chest.",417,4,34,2
1744,"Move the hand near the chest outward and downward in a sweeping motion, while the other hand stays raised.",417,5,42,1
1745,"Bring both hands together near the chest, palms facing inwards.",417,6,79,1
1746,"Point to the wrist with one hand, indicating 'today'.",418,1,61,1
1747,"Move hand in a circular motion next to the mouth, indicating 'noon'.",418,2,29,6
1748,"Start with both hands in ""H"" shapes on either side of the head",419,1,54,0
1749,Move both hands down in a diagonal motion to the sides of the chest,419,2,94,5
1750,"Change the hand shapes to ""N"" shapes and bring them together in front of the chest",419,3,44,7
1751,Extend the hands forward and slightly downward with palms facing down,419,4,42,6
1752,Pointing to oneself with one hand,420,1,71,3
1753,Bringing the hand closer to the body,420,2,87,6
1754,Using the other hand to indicate the location nearby,420,3,59,3
1755,Moving the hand in a circular motion around oneself,420,4,86,4
1756,Point both hands upwards with fingers spread out.,421,1,8,5
1757,"Bring hands together above the head, forming a semi-circle.",421,2,19,5
1758,Open palms outward as if indicating the sky.,421,3,85,1
1759,Look upwards towards the imaginary sky.,421,4,87,16
1760,Use dominant hand to mimic jumping over an obstacle,422,1,58,0
1761,Bring non-dominant hand up to chest in a blocking motion,422,2,14,5
1762,Bring dominant hand back down and across the body to represent overcoming the obstacle,422,3,87,0
1763,Shake head slightly to emphasize the idea of hindrance and overcoming it.,422,4,6,1
1764,"Start with both hands in a relaxed position in front of your chest, palms facing down.",423,1,18,3
1765,"Bring both hands up and outwards, opening them into flat hands with fingers spread apart.",423,2,50,1
1766,Move both hands slightly downwards and outwards in a swift motion.,423,3,46,4
1767,Tilt head slightly downwards while keeping eye contact.,423,4,6,7
1768,"Start with both hands in a ""5"" handshape, palms facing down, at chest level.",424,1,56,1
1769,"Move both hands upwards in a smooth motion, keeping the ""5"" handshape.",424,2,63,6
1770,"When reaching eye level, flip both hands so that the palms are facing up.",424,3,53,0
1771,Continue moving both hands upwards until they are above the head.,424,4,86,3
1772,Hold the final position for a moment before lowering the hands back down to chest level.,424,5,40,1
1773,"Hands start with open palms facing downward, then move upwards in a wave motion.",425,1,42,6
1774,"Hands come together in a clapping motion, then separate quickly and spread out to the sides.",425,2,55,0
1775,"Hands move in a flowing motion from high to low, mimicking rising water levels.",425,3,87,15
1776,"Hands make a swirling motion in front of the body, representing floodwaters.",425,4,87,9
1777,"Start with both hands in a flat, open position facing each other in front of the chest.",426,1,72,1
1778,Move both hands upwards in a straight line until they are above the head.,426,2,87,12
1779,Bring both hands down in a curved motion to represent the concept of height.,426,3,27,1
1780,Extend both index fingers to point upwards to emphasize the idea of elevation.,426,4,11,0
1781,"Start with both hands in a flat position, palms facing down, at chest level.",427,1,56,0
1782,Raise both hands simultaneously upwards in a smooth and controlled motion.,427,2,34,3
1783,"Continue to raise both hands above head level, extending the arms fully.",427,3,34,3
1784,Hold the position for a brief moment before lowering the hands back down to chest level.,427,4,40,1
1785,"Place the right hand near the right ear, palm facing towards the head",428,1,96,3
1786,"Bring the left hand to the right hand, as if listening intently",428,2,81,4
1787,Tilt the head slightly to the side,428,3,30,3
1788,Tap the right index finger against the right ear,428,4,96,3
1789,"Place dominant hand over heart, palm facing inwards",429,1,75,4
1790,"Extend non-dominant hand out in front, palm facing up",429,2,80,4
1791,"Bring dominant hand from heart to non-dominant hand, mimicking the action of putting hope into the other hand",429,3,14,0
1792,"Start with both hands open, palms facing up.",430,1,38,1
1793,"Bring both hands towards your chest, as if grabbing something.",430,2,22,3
1794,"Pull both hands back towards your body, as if pulling something towards you.",430,3,22,1
1795,"Move both hands forward, as if handing something to someone.",430,4,25,6
1796,Open right hand with palm facing down and move hand in a circular motion in front of the chest.,431,1,29,1
1797,Close right hand into a fist and move it upward in a diagonal motion.,431,2,99,1
1798,Open left hand with palm facing down and move it in a circular motion in front of the chest.,431,3,29,1
1799,Point towards the right with both hands.,431,4,61,0
1800,"Start with both hands in an open, flat position",432,1,72,2
1801,"Bring both hands together at chest level, palms facing each other",432,2,1,8
1802,"Move both hands outward in a circular motion, as if illustrating the shape of a cow's head",432,3,93,2
1803,"Bring both hands down to waist level, still in a curved motion",432,4,82,3
1804,"Finish with both hands in a flat, open position at waist level",432,5,72,3
1805,"Extend the index and middle fingers of both hands and move them in a downward motion, mimicking the ears of a dog.",433,1,42,2
1806,"Bring both hands together in front of your chest, with palms facing each other, to represent the body of the dog.",433,2,1,9
1807,"Tilt your head slightly to one side and stick out your tongue slightly, mimicking a dog's wagging tail.",433,3,6,2
1808,"Start with both hands in a flat, open position in front of your chest.",434,1,72,3
1809,Move both hands down and outwards to form the sign for 'H'.,434,2,32,3
1810,"Transition your hands to form the sign for 'U', with both index fingers pointing upwards and crossing each other.",434,3,32,4
1811,Move your hands downwards and outwards to form the sign for 'N'.,434,4,32,3
1812,"Finally, bring your hands together in front of your chest to complete the sign for 'T'.",434,5,32,0
1813,Use flat hands to make a roof shape over your head.,435,1,60,7
1814,Bring both hands down to form a hat on your head.,435,2,84,1
1815,Tilt your head slightly to the side to indicate wearing a hat.,435,3,30,11
1816,Point to yourself with index finger,436,1,64,1
1817,Move hand from chest to shoulder,436,2,2,8
1818,Place hand on chest,436,3,4,3
1819,Nod head slightly,436,4,6,4
1820,Point to chest with index finger,437,1,64,1
1821,Bring index finger down towards stomach,437,2,20,5
1822,Tilt head slightly forward towards chest,437,3,30,8
1823,Look directly at the person you are communicating with,437,4,87,16
1824,Raise both hands to chest level with palms facing down.,438,1,34,1
1825,"Move both hands outward and slightly down, as if addressing a group of people.",438,2,85,1
1826,Tilt head slightly forward while keeping eye contact.,438,3,6,2
1827,Lower both hands and nod slightly to indicate acknowledgment.,438,4,43,0
1828,Move both hands in a circular motion in front of the chest.,439,1,29,0
1829,"Bring hands together, palms facing each other, then separate them.",439,2,1,7
1830,Point to the location indicated.,439,3,59,3
1831,"Start with both hands in a flat, palm-down position in front of your chest.",440,1,72,0
1832,"Move both hands in a circular motion away from your body, as if walking or running.",440,2,2,9
1833,"Continue the circular motion with one hand leading the other, mimicking the action of running.",440,3,37,4
1834,Repeat the circular motion a few times to emphasize the continuous movement.,440,4,97,0
1835,"Place your hands in front of you, palms facing each other, and move them slightly apart and back together in a repeating motion.",441,1,1,4
1836,Tilt your head slightly to the side while continuing the hand movement.,441,2,30,2
1837,Bring your hands together and touch the tips of your index fingers.,441,3,24,0
1838,Hold this position for a moment before releasing.,441,4,40,1
1839,"Begin with hands in a flat, horizontal position facing each other in front of chest",442,1,72,1
1840,"Move hands outward in a small arc motion, indicating ongoing or continuous movement",442,2,88,0
1841,"Continue the arc motion outward and downward, showing progression or development",442,3,42,0
1842,"Keep hands in a downward, diagonal position, indicating the ongoing nature of the process.",442,4,87,4
1843,"Start with both hands in a flat, palm-down position in front of the chest.",443,1,72,0
1844,"Move both hands outward and upward in a circular motion, mimicking the concept of ""always"" or ""forever.""",443,2,62,4
1845,Bring both hands back to the starting position at the chest level.,443,3,77,4
1846,Repeat the circular motion multiple times to emphasize the idea of continuity or everlastingness.,443,4,97,0
1847,Bring your dominant hand up in front of your body with the index finger pointing up.,444,1,20,0
1848,"Lower your hand down towards your non-dominant hand, which is held palm up with fingers together.",444,2,98,2
1849,Bring your dominant hand down and rest the tip of your index finger on the palm of your non-dominant hand.,444,3,35,3
1850,Repeat the movement a couple of times while maintaining eye contact with the person you are communicating with.,444,4,88,5
1851,Point to inside of wrist with index finger,445,1,64,1
1852,Make a 'B' handshape with palm facing down and move hand in circular motion near head,445,2,29,1
1853,Extend fingers of dominant hand and tap non-dominant wrist,445,3,12,1
1854,Move non-dominant hand in circular motion near head,445,4,14,1
1855,Tap wrist with index finger and middle finger,445,5,20,1
1856,Tap wrist with thumb and index finger.,445,6,20,1
1857,"Point to the ""in"" position with one hand.",446,1,61,1
1858,"Move both hands together in a downward motion to represent ""die Woche"".",446,2,42,3
1859,Bring both hands back up to shoulder level and rotate them to show the current week.,446,3,82,0
1860,Finish with a nodding motion to indicate the time frame.,446,4,43,2
1861,"Start with both hands open, palms facing down, at chest height.",447,1,27,2
1862,"Move both hands forward in a circular motion, bringing them closer to your chest.",447,2,29,8
1863,"Open your hands and move them outward, away from your body, as if signaling something incoming.",447,3,48,3
1864,"Bring your hands back towards your chest in a forward motion, emphasizing the idea of something coming in.",447,4,41,6
1865,"Start with both hands in a closed fist, palm facing down, and bring them towards your body in a circular motion.",448,1,17,4
1866,"Open both hands with fingers pointing up, and bring them upwards in a zigzag motion.",448,2,71,1
1867,"Point to the sky with one hand, while the other hand moves in a sweeping motion from left to right.",448,3,61,1
1868,"Bring both hands together in front of your body, palms facing up, as if holding something.",448,4,22,2
1869,"Start with both hands open, palms facing downward, and move them towards your body.",449,1,38,4
1870,"Make a circular motion with your hands, bringing them closer to your body.",449,2,60,5
1871,Point both index fingers upward and move them in a forward direction.,449,3,11,4
1872,"Bring both hands together in front of your chest, with palms facing each other.",449,4,1,10
1873,"Make a twisting motion with both hands, as if indicating the passing of time.",449,5,45,2
1874,"Start with both hands in fists with index fingers extended, pointing towards each other in front of the chest.",450,1,71,0
1875,"Bring both hands together, crossing the index fingers.",450,2,15,0
1876,"Move both hands outwards quickly, opening the fists and extending all fingers.",450,3,50,1
1877,Bring both hands back to the starting position with fists and index fingers extended.,450,4,77,2
1878,"Start with both hands raised, palms facing each other, and fingers spread apart.",451,1,8,7
1879,"Bring both hands together, palms touching, to form a heart shape.",451,2,19,0
1880,"Separate the hands slightly and move them down in a circular motion to symbolize ""together"".",451,3,29,9
1881,"Finally, bring both hands up to head level and make a rotating motion to indicate ""day"".",451,4,43,0
1882,Point to the left side with the index finger of the dominant hand.,452,1,64,6
1883,Bring the fingertips of both hands together in front of your body.,452,2,16,2
1884,Hold up three fingers on the non-dominant hand.,452,3,47,1
1885,Extend the dominant hand outwards and move it further away from the body.,452,4,2,5
1886,Tap the index finger of the dominant hand on the non-dominant hand's palm.,452,5,35,4
1887,Place the non-dominant hand on the dominant hand's wrist.,452,6,4,4
1888,"Move the dominant hand to the right side, indicating 'later'.",452,7,54,1
1889,"Begin with both hands in a fist position, elbows bent at sides.",453,1,0,0
1890,"Open both fists and bring them to the sides of the head, palms facing inwards.",453,2,94,1
1891,Rotate both hands in a circular motion while bringing them forward and then back towards the head.,453,3,89,4
1892,Bring both hands to the chest with fingers pointing outwards.,453,4,71,2
1893,"Open both hands in a spreading motion, signaling the spreading of information.",453,5,69,2
1894,Place one hand palm facing up in front of the body.,454,1,75,6
1895,"With the other hand, move it in a downward motion from above the first hand to below it.",454,2,37,1
1896,"Bring both hands together in front of the body, with the palm of the moving hand facing the palm of the stationary hand.",454,3,44,7
1897,"Open both hands outward, with fingers spread.",454,4,8,6
1898,"Start with the dominant hand in a flat position, palm facing down, about shoulder height.",455,1,98,0
1899,"Curve the non-dominant hand into a half circle, palm facing up, and place it underneath the dominant hand.",455,2,14,9
1900,"Bring the dominant hand down onto the non-dominant hand, representing an island surrounded by water.",455,3,14,1
1901,"Start with both hands in fists, palms facing down, and bring them together in front of your chest.",456,1,18,5
1902,"Open your hands and bring them outwards, slightly apart, to form the shape of an island.",456,2,65,2
1903,"Use both hands to make the sign for PLUS (closed fists, right hand on top of left hand, then switch positions).",456,3,92,0
1904,Repeat the sign for PLUS with both hands twice to emphasize abundance or multiples.,456,4,92,2
1905,"Start with both hands open, palms facing down, and move them together in front of the body.",457,1,33,2
1906,"Bring the hands together, palms facing each other, and move them outwards in a sweeping motion.",457,2,1,4
1907,Open the hands and move them upwards in a curved motion.,457,3,63,1
1908,"Finally, bring both hands down together in a downward motion.",457,4,42,3
1909,"Start with both hands in fists with thumbs extended, palms facing in towards each other",458,1,49,5
1910,Rotate both hands outward and then bring them together in front of your chest,458,2,44,2
1911,"Open both hands with fingers spread, palms facing up",458,3,8,1
1912,Bring both hands up towards your forehead while nodding your head slightly,458,4,95,4
1913,"Close both hands into fists and bring them down to chest level, palms facing down",458,5,83,5
1914,"Extend both index fingers and thumbs, with palms facing down.",459,1,11,3
1915,"Bring both hands together, with fingertips touching and forming a circle.",459,2,16,1
1916,Rotate both hands in a circular motion.,459,3,89,2
1917,"Open the circle and bring both hands up to chest level, palms facing outward.",459,4,82,1
1918,"Extend both index fingers and thumbs again, with palms facing up.",459,5,11,3
1919,"Move both hands forward and slightly upward, as if pushing something through the air.",459,6,25,1
1920,"Using both hands, form a 'W' shape with your fingers pointing up and then twist both hands in opposite directions.",460,1,74,1
1921,"Bring both hands to your chest and twist them to face each other, with your palms facing down.",460,2,84,1
1922,"Open both hands into flat palms and bring them outwards, away from your chest.",460,3,48,3
1923,"With your right hand, swipe across your left palm from left to right.",460,4,81,5
1924,Point to the top left corner with the index finger of your dominant hand.,461,1,64,6
1925,Move your hand downward towards the bottom left corner.,461,2,42,1
1926,Raise your non-dominant hand up and then move both hands together towards the right side.,461,3,34,3
1927,"Close both hands into fists and bring them together in front of you, as if representing the shape of the island.",461,4,83,1
1928,"Place flat left hand under chin, palm facing up.",462,1,75,4
1929,"With right index finger extended, draw circle around left hand.",462,2,31,2
1930,Tap right index finger on chin twice.,462,3,20,2
1931,"Extend both arms out in front of body, palms facing down, and move in a wave-like motion.",462,4,23,0
1932,Point to the location of Italy on an imaginary map in front of you,463,1,59,1
1933,"Make a circular motion with your hand, similar to the shape of Italy on the map",463,2,60,7
1934,"Bring your hand up to your forehead, mimicking the shape of the country",463,3,67,0
1935,Tap your forehead with your index finger to represent the Italian flag.,463,4,20,7
1936,Extend the right index finger and place it on the left palm facing down,464,1,96,0
1937,Tap the index finger on the palm three times,464,2,20,1
1938,Lift the index finger up and pointed towards the front,464,3,20,4
1939,Bring the hand down to the side and close the fist.,464,4,99,3
1940,Raise right hand with index finger extended,465,1,20,3
1941,"Move right hand in a quick downward motion, stopping at chest level",465,2,39,2
1942,Tilt head slightly to the right while keeping eyes focused on the finger,465,3,6,7
1943,Bring hand back up to starting position with index finger still extended,465,4,77,2
1944,"Begin with both hands in a closed fist with thumbs extended, palms facing up.",466,1,17,3
1945,"Bring both hands up towards your chest, opening the fists and extending the index fingers to point upwards.",466,2,41,0
1946,Move both index fingers up and down in a quick nodding movement.,466,3,39,0
1947,Continue nodding the index fingers while maintaining a neutral expression on your face.,466,4,78,1
1948,"Start with both hands in a closed fist, palms facing down, at chest height.",467,1,17,1
1949,"Rotate both hands outward, extending the index finger and middle finger of each hand.",467,2,20,4
1950,"Move both hands downward in a smooth motion, as if representing the passage of time throughout the year.",467,3,93,3
1951,"Bring both hands back up to chest height, closing the fists once again.",467,4,7,1
1952,"Start with both hands near the chest, palms facing each other.",468,1,57,2
1953,"Move both hands upward in a smooth, vertical motion, shoulder-width apart.",468,2,36,1
1954,"Once hands reach head level, bring them together in front of the forehead to form the letter 'J'.",468,3,44,1
1955,Extend the index finger and trace a 'J' shape in the air.,468,4,20,4
1956,"Lower hands back to chest level, holding the 'J' sign.",468,5,82,2
1957,"Move both hands to the right side of the body, shoulder-width apart.",468,6,54,1
1958,"Keep the 'J' sign stable and perform a small circular motion with both hands, indicating the month of January.",468,7,87,19
1959,"Move both hands back to chest level, holding the 'J' sign.",468,8,82,2
1960,Use flat hands to mime the action of flipping a calendar page from left to right in front of your body.,469,1,58,2
1961,"Point to your wrist with your index finger, indicating the concept of ""day.""",469,2,64,1
1962,Repeat the flipping motion with both hands to emphasize the repetition of the action each day.,469,3,3,5
1963,Bring both hands together in front of you to signify the idea of every day.,469,4,44,3
1964,"Bring both hands together in front of your chest, palms facing each other.",470,1,1,10
1965,"Move your hands outward and downward, as if emphasizing the present moment.",470,2,85,4
1966,"Bring both hands back together in front of your chest, palms facing each other.",470,3,1,10
1967,Point to the month of July on a calendar with your index finger.,471,1,64,0
1968,Sign the letter 'J' in fingerspelling with your dominant hand.,471,2,76,0
1969,Show the number '7' with your non-dominant hand.,471,3,14,7
1970,Point to your middle finger on your non-dominant hand.,472,1,70,2
1971,Trace a circle around your head with your dominant hand.,472,2,31,2
1972,Extend your index finger and trace a line from your forehead to your chin.,472,3,20,7
1973,Bring both hands together in front of you with your fingers pointing down.,472,4,71,6
1974,"Make a fist with your dominant hand and raise it to the side of your head, with the fist pointing upwards.",473,1,99,1
1975,Bring your fist down and tap it lightly on your temple.,473,2,84,0
1976,"Open your hand and raise your index finger, pointing it upwards.",473,3,20,6
1977,Circle your index finger in the air while moving your hand downwards.,473,4,31,2
1978,"Start with the dominant hand in a ""K"" handshape in front of the chest.",474,1,18,2
1979,"Move the hand in a circular motion, rotating the wrist.",474,2,29,6
1980,"Open the hand into a ""U"" handshape.",474,3,99,1
1981,Move the hand in a small arc downwards.,474,4,46,3
1982,"Change the handshape into an ""N"" handshape.",474,5,87,2
1983,Bring the hand up towards the chin.,474,6,41,3
1984,"Finally, change the handshape into an ""A"" handshape and place it on the opposite shoulder.",474,7,87,2
1985,Point to chin with index finger of dominant hand,475,1,64,2
1986,Make a shivering motion with both hands,475,2,60,5
1987,Bring hands close to body,475,3,83,3
1988,Tilt head slightly to the side,475,4,30,3
1989,"Cross both hands in front of the body, palms facing down, to show the coldness.",476,1,68,0
1990,Move both hands upward quickly to indicate an increase in coldness.,476,2,43,0
1991,Repeat the upward movement with both hands to emphasize the additional coldness.,476,3,88,3
1992,Stop the movement abruptly to signify the extreme coldness of the weather.,476,4,88,2
1993,"Extend your dominant hand with fingers closed, palm facing down, and move it in a horizontal line to the right.",477,1,80,0
1994,Tap your non-dominant fist with your dominant hand's fingers.,477,2,12,3
1995,"Bring both hands back to the starting position, with palms facing down.",477,3,77,6
1996,Quickly flick your fingers outwards and upwards while pulling your hands back towards your body.,477,4,95,1
1997,"Start with both hands in a K handshape, palms facing inwards, and bring them together in front of your chest.",478,1,79,0
1998,"Move both hands in a circular motion outwards, keeping the K handshape.",478,2,29,5
1999,"Open both hands into flat O handshapes and move them outwards, away from your body.",478,3,51,0
2000,Flip both hands so that the palms are facing upwards and bring them back towards your shoulders.,478,4,53,2
2001,"Start with both hands in ""K"" handshapes",479,1,51,2
2002,Move both hands away from each other in a horizontal motion,479,2,2,4
2003,Bring both hands together and close them into fists,479,3,83,1
2004,Shake both fists back and forth,479,4,66,2
2005,Move both hands downward in a straight line,479,5,42,5
2006,Open both hands and bring them together at the bottom,479,6,65,6
2007,"Close both hands into ""L"" handshapes, touching at the fingertips",479,7,16,1
2008,"Position your dominant hand in the handshape of ""K"" near your mouth, palm facing toward you.",480,1,98,4
2009,"Move your hand forward slightly, while opening your fingers into a flat handshape.",480,2,50,3
2010,Tilt your head slightly forward and to the side as you bring your hand back toward your mouth in a sweeping motion.,480,3,30,14
2011,"Close your fingers into a fist as your hand reaches your mouth, with your palm facing downward.",480,4,24,0
2012,"Use dominant hand to make a claw shape and tap on non-dominant palm, representing something breaking",481,1,12,0
2013,"Make a wiping motion with dominant hand across forehead, symbolizing something going wrong",481,2,60,1
2014,"Open both hands and shake them in front of body, indicating something being ruined",481,3,65,0
2015,"Cross both arms in front of chest and shake head, showing frustration or disappointment",481,4,68,0
2016,"Bring both hands down in a chopping motion, symbolizing something ending or breaking down",481,5,87,1
