,sentence,word_index,sentence_index,l1_label,l2_label
1006,"Open both hands and move them apart, as if separating something.",232,2,22,10
1007,"Bring both hands back together, palms facing each other again.",232,3,40,3
1008,"Move one hand forward slightly, emphasizing the idea of something being singular or individual.",232,4,88,10
1009,Form fists with both hands.,233,1,39,2
1010,"Extend both arms forward, mimicking the shape of an ice block.",233,2,96,0
1011,"Rotate the fists slightly back and forth, representing the coldness of ice.",233,3,78,1
1012,"Bring both hands back towards the chest, symbolizing the concept of ice.",233,4,77,8
1013,Extend right hand with all fingers pointing down.,234,1,66,3
1014,"Place left hand underneath right hand, with fingers curled.",234,2,58,1
1015,"Close fingers of right hand into a fist, while keeping left hand in place.",234,3,92,2
1016,"Extend both index fingers and thumbs, pointing them upwards.",235,1,66,3
1017,"Bring both hands close to the sides of the head, with palms facing inwards.",235,2,50,0
1018,Wiggle fingers while moving hands in a circular motion around the head.,235,3,47,4
1019,"Lower hands down and open fingers slightly, as if sprinkling magic dust.",235,4,52,3
1020,"Bring hands back up towards head, forming the shape of pointy ears.",235,5,85,0
1021,"Lower hands back down to sides, keeping fingers slightly curved.",235,6,50,6
1022,Finish by flicking both hands outwards in a quick motion.,235,7,87,2
1023,Extend left hand out with palm facing down.,236,1,6,3
1024,Tap left index finger on right palm.,236,2,89,4
1025,Extend right hand out with palm facing up.,236,3,6,2
1026,Tap right index finger on left palm.,236,4,89,4
1027,"Raise both hands with fingers extended and spread apart, palms facing up.",237,1,46,1
1028,Slowly bring both hands down to chest level while wiggling fingers.,237,2,4,6
1029,Tilt head slightly to the side.,237,3,86,3
1030,Bring hands closer to the body and make a gentle squeezing motion.,237,4,95,1
1031,Tilt head back to neutral position.,237,5,43,3
1032,Lower hands back down to starting position.,237,6,53,1
1033,"Extend both hands in front of you, palms facing each other.",238,1,65,1
1034,"Bring both hands together, fingertips touching.",238,2,36,0
1035,Rotate both hands so that palms face downward.,238,3,99,0
1036,Lower both hands slightly to indicate closure or conclusion.,238,4,88,5
1037,"Start with both hands open, palms facing downward, then bring them together in front of your chest in a clapping motion.",239,1,67,2
1038,"Slowly raise both hands above your head, fingers pointing upwards.",239,2,19,1
1039,"Bring both hands back down in a sweeping motion, as if bringing something towards you.",239,3,52,5
1040,"Finish by placing both hands open, palms facing upward, in front of your chest.",239,4,59,1
1041,"Start with hands in the shape of the letter 'E', palms facing down",240,1,14,6
1042,"Move hands to the left side of the body, keeping palms facing down",240,2,18,1
1043,Rotate hands to show the letter 'N',240,3,39,1
1044,"Bring hands together to form the letter 'G', palms facing outward",240,4,39,1
1045,Extend arms forward slightly and tilt head to the right to complete the sign for ENGLAND.,240,5,80,0
1046,"Hands start at chest level, palms facing each other.",241,1,76,3
1047,"Hands move outward and upward in a sweeping motion, indicating something large or huge.",241,2,13,1
1048,Head tilts slightly upwards to emphasize the magnitude of the word.,241,3,9,1
1049,"Hands come together at chest level again, signifying the completion of the sign.",241,4,70,5
1050,"Raise both hands near chest level, palms facing outward.",242,1,48,1
1051,"Extend both arms forward, opening the hands as if pushing something away.",242,2,22,1
1052,"Move both hands in a sweeping motion to the side, as if removing something from a distance.",242,3,22,0
1053,Bring both hands back to the starting position near the chest.,242,4,53,3
1054,"Begin with both hands open in front of your chest, palms facing each other.",243,1,2,6
1055,"Bring both hands together in a clapping motion, with fingers interlocking.",243,2,67,1
1056,"Raise both hands up in front of your body, fingers pointing upwards.",243,3,66,5
1057,"Lower both hands back down to chest level, keeping fingers interlocked.",243,4,4,5
1058,Release the interlocked fingers and move both hands outwards to the sides.,243,5,50,4
1059,"Finish by bringing both hands back together in front of your chest, palms facing each other.",243,6,59,3
1060,"Place your dominant hand in front of your chest, palm facing down, fingers together.",244,1,98,0
1061,"Move your dominant hand forward and slightly to the side, as if making a decision.",244,2,22,9
1062,"Bring your non-dominant hand up to your chin, fingers extended and pointing towards your face.",244,3,21,4
1063,Twist your non-dominant hand slightly as if pondering a choice.,244,4,52,0
1064,"Bring both hands together in front of your chest, palms facing each other, fingers extended.",244,5,40,2
1065,"Separate your hands and move them outward, indicating a final decision.",244,6,72,2
1066,"Begin with both hands in front of the chest, palms facing inwards.",245,1,29,4
1067,"Bring both hands upwards towards the face, while slightly leaning the head forward.",245,2,8,3
1068,"Open both hands towards the person you are apologizing to, with a slight nod of the head.",245,3,27,1
1069,"Finish the gesture by bringing both hands back to the chest, palms facing inwards.",245,4,59,1
1070,"Hands open in a relaxed position, fingers slightly spread apart",246,1,46,2
1071,"Palms facing down, hands move in a downward motion",246,2,25,5
1072,"Hands come together in front of the body, forming a circle",246,3,85,1
1073,"Head tilts slightly to the side, indicating a relaxed and calm expression",246,4,9,0
1074,"Hands start in a closed fist and move outwards, opening up towards the body.",247,1,10,0
1075,"Hands then move in a circular motion, as if shaping something gradually.",247,2,22,5
1076,Head leans slightly forward with a determined expression.,247,3,8,1
1077,"Hands come together in front of the chest, fingers intertwining as if connecting ideas.",247,4,52,4
1078,"Begin with both hands in fists, palms facing each other, at chest level",248,1,93,2
1079,"Open both hands and move them downwards and diagonally to the right, mimicking a landslide",248,2,56,8
1080,"Rotate both hands quickly in opposite directions, showing the movement of earth and rocks",248,3,23,4
1081,"Bring both hands back to chest level in fists, palms facing each other, to signify the end of the landslide",248,4,4,4
1082,"Place dominant hand flat against non-dominant hand, palm facing down.",249,1,3,1
1083,Move dominant hand forward and upward in a scooping motion.,249,2,82,5
1084,Bring dominant hand back down to starting position.,249,3,53,2
1085,Tilt head slightly to the side.,249,4,86,3
1086,Use right hand to make a 'thumbs up' gesture in front of the body.,250,1,88,21
1087,"Bring the thumb to the chin, then move the hand forward in a circular motion.",250,2,47,7
1088,Use the left hand to mimic the movement of a clock rotating clockwise.,250,3,63,1
1089,"Bring both hands together at chest level, forming a 'heart' shape.",250,4,70,0
1090,"Extend both arms outwards, palms facing upwards, mimicking the shape of a city on a map.",250,5,96,0
1091,Bring hands back to chest level and cross them in front of the body.,250,6,26,0
1092,Raise both hands up high above the head,251,1,19,2
1093,Bring hands down slowly while keeping palms facing upwards,251,2,41,3
1094,"Move hands upward again, this time slightly higher than before",251,3,82,5
1095,Rotate hands in a circular motion above the head and bring them back down to shoulder level,251,4,24,6
1096,"Hands start at chest level, palms facing down, fingers spread.",252,1,76,2
1097,"Hands move upwards and outwards, as if lifting a weight off the chest.",252,2,22,3
1098,"Hands relax and move downwards slightly, with a sighing motion.",252,3,51,5
1099,"Head nods slightly, indicating relief or lightening of a burden.",252,4,38,1
1100,"Begin with hands in a ""C"" shape, fingertips touching, and move them downward in a cutting motion.",253,1,25,4
1101,Rotate hands outward as if holding a basket and gather imaginary items.,253,2,52,6
1102,Lift hands upward as if presenting the harvested items.,253,3,22,4
1103,"Finish with hands in a closed fist, mimicking the action of storing the harvest.",253,4,88,8
1104,"Start with hands in front of chest, fingers spread out.",254,1,46,6
1105,"Move hands outwards quickly, fingers still spread, with a surprised expression on face.",254,2,46,2
1106,"Bring hands back to chest, close fingers together in a tight grip.",254,3,49,0
1107,Raise shoulders slightly while keeping hands close to chest.,254,4,8,2
1108,Open mouth slightly as if gasping in shock.,254,5,52,1
1109,"Lower hands back to sides slowly, with a look of fear on face.",254,6,50,6
1110,Start with both hands in a closed fist position in front of your chest,255,1,10,6
1111,Open your hands and extend your index fingers outward,255,2,21,0
1112,Bring your right index finger up to your mouth and touch your lips,255,3,21,1
1113,Bring your right index finger down and tap your left wrist,255,4,89,2
1114,Bring your left index finger up to your mouth and touch your lips,255,5,21,1
1115,Bring your left index finger down and tap your right wrist,255,6,89,2
1116,"Start with both hands at chest level, palms facing downward.",256,1,76,2
1117,"Extend both hands forward and slightly upward, with fingers spread.",256,2,82,5
1118,Bring both hands back to chest level and close them into fists.,256,3,1,1
1119,"Move both fists upward in a quick motion, then open them and hold them in front of your chest.",256,4,87,1
1120,"Start with hands open, palms facing up, in front of chest.",257,1,14,1
1121,Move hands outward and downward in a sweeping motion.,257,2,13,2
1122,Bring hands back to starting position.,257,3,53,0
1123,"Close hands into fists and bring them up to chest level, with thumbs touching shoulders.",257,4,1,4
1124,"Open hands and rotate them outward, away from the body.",257,5,71,6
1125,"Finish with hands open and palms facing forward, slightly tilted to the side.",257,6,60,3
1126,"Extend both hands in front of you, palms facing upwards.",258,1,65,0
1127,Slowly bring both hands towards your chest in a cupping motion.,258,2,77,6
1128,Tilt your head slightly to the side while maintaining the hand position.,258,3,86,8
1129,Hold the hand position at chest level for a few seconds before releasing.,258,4,30,1
1130,Right hand fingerspelling the letters E-R-Z,259,1,34,0
1131,Both hands forming the shape of a pickaxe swinging down,259,2,85,4
1132,Head tilting slightly to the side as if observing a rock,259,3,52,4
1133,Right hand mimicking the action of mining with a pickaxe,259,4,88,8
1134,Both hands coming together to show the shape of a rock being broken apart,259,5,35,2
1135,Head nodding in agreement as if discovering something valuable,259,6,52,5
1136,Point to yourself with both index fingers,260,1,79,6
1137,"Bring both hands together in front of chest, palms facing each other",260,2,40,2
1138,Separate hands and move them to either side of the body,260,3,72,0
1139,Rotate both hands outward while keeping palms facing forward.,260,4,84,4
1140,Point index finger up with palm facing inwards,261,1,79,3
1141,Move index finger in a circular motion,261,2,47,2
1142,Bring index finger back to starting position,261,3,53,0
1143,Open hand gesture with fingers spread out,261,4,46,4
1144,Close hand into a fist,261,5,92,0
1145,Extend arm forward with fist pointing outward,261,6,54,0
1146,Bring fist back to chest,261,7,4,6
1147,End with hand gesture indicating 'giving',261,8,88,17
1148,Start with both hands held open in front of your chest.,262,1,14,6
1149,"Move both hands outwards and slightly downwards, emphasizing the openness of the gesture.",262,2,51,3
1150,"Bring both hands back towards your chest, closing them slightly as if grasping something small.",262,3,52,1
1151,"Open your hands back up and move them slightly upwards and outwards, symbolizing the concept of 'something' or 'a little bit'.",262,4,73,2
1152,Extend both hands palms facing upwards towards the recipient,263,1,41,2
1153,Bring both hands towards your chest in a tapping motion,263,2,77,6
1154,Extend both hands back outwards towards the recipient again,263,3,77,5
1155,Bring both hands down and slightly away from the body in a sweeping motion,263,4,71,1
1156,"Start with hands together, fingers pointing up, and move them apart while circling outwards.",264,1,66,2
1157,"Bring hands in front of chest, palms facing inwards, and move them outwards towards the sides.",264,2,74,0
1158,"Point both index fingers forward, rotating them in a circular motion.",264,3,79,6
1159,"Place hands on either side of head, palms facing outwards, and move them downwards towards shoulders.",264,4,51,1
1160,"Extend both hands with palms facing up, moving them in a circular motion outward",265,1,5,1
1161,"Bring hands back in towards chest, crossing wrists",265,2,37,0
1162,"Extend arms out to the sides, palms up",265,3,50,2
1163,"Bring hands back together in front of chest, palms facing each other",265,4,40,3
1164,"Extend both hands upward, fingers pointing towards the sky, while nodding head slightly",265,5,90,0
1165,"Start with both hands open and palms facing down, then bring them together and cross the fingers.",266,1,60,0
1166,"Move both hands outward in opposite directions, emphasizing the extreme nature of the word.",266,2,23,2
1167,Tilt head slightly to the side while maintaining the hand gesture.,266,3,86,8
1168,"Finish with a strong, confident expression to convey the intensity of the word.",266,4,88,14
1169,"Extend right index finger and middle finger, forming an 'F' shape.",267,1,89,1
1170,Bring fingers together at chest level.,267,2,70,0
1171,Move hand downwards slightly.,267,3,51,0
1172,"Snap fingers closed quickly, completing the sign for 'F'.",267,4,80,3
1173,"Fingerspell the letters F, E, H, M, E, R with both hands.",268,1,88,3
1174,Move both hands in a wave-like motion forward.,268,2,84,3
1175,"Bring both hands together in front of the chest, fingers closed.",268,3,49,8
1176,"Open both hands with fingers spread out, palms facing down.",268,4,46,1
1177,Right hand fingerspelling letter F,269,1,34,0
1178,Left hand fingerspelling letter E,269,2,34,0
1179,Right hand fingerspelling letter R,269,3,34,0
1180,Left hand fingerspelling letter Z,269,4,34,0
1181,"Begin with both hands open in front of you, palms facing each other",270,1,2,6
1182,"Bring both hands together, fingers interlacing, to form a box shape",270,2,35,0
1183,"Rotate the box shape to the left, then to the right",270,3,18,1
1184,"Open both hands and separate them, moving them slightly to the sides",270,4,72,0
1185,"Make a fist with both hands, thumbs pointing up.",271,1,66,0
1186,Move hands forward in a driving motion.,271,2,84,3
1187,Rotate hands as if turning a steering wheel.,271,3,52,6
1188,Repeat motion to indicate continuous driving.,271,4,55,5
1189,"Start with both hands open and facing upwards, then bring them down in a smooth falling motion.",272,1,41,3
1190,"As your hands reach the bottom, close them into fists to signify the action of falling.",272,2,1,0
1191,Tilt your head slightly downwards to emphasize the downward motion.,272,3,15,5
1192,"Start with both hands in fists, near the shoulders.",273,1,14,7
1193,Quickly move both hands forward in a fast motion.,273,2,84,3
1194,Open both hands with fingers extended and palms facing downwards.,273,3,60,5
1195,Bring both hands back to the starting position near the shoulders.,273,4,16,0
1196,"Start with both hands in fist position, palms facing down, at chest level.",274,1,76,1
1197,"Move both hands outward and downward in a sweeping motion, ending with palms facing outwards.",274,2,13,2
1198,"Bring both hands back to chest level, palms facing down.",274,3,4,1
1199,"Extend right index finger and draw a horizontal line in front of the body, starting at the left side and moving to the right.",274,4,18,4
1200,Close right hand into fist and bring back to chest level.,274,5,92,1
1201,Extend left index finger and draw a vertical line downwards from the horizontal line.,274,6,62,1
1202,Close left hand into fist and bring back to chest level.,274,7,92,1
1203,"Start with hands open and palms facing up, then close hands into fists.",275,1,60,4
1204,"Bring fists together in front of chest, then move hands outwards and upwards in a sweeping motion.",275,2,13,4
1205,Tilt head slightly to the right while keeping hands in the same position.,275,3,15,1
1206,"Open hands and move them downwards in a gentle motion, ending at hip level.",275,4,95,0
1207,Raise both hands up in the air with palms facing upwards.,276,1,48,0
1208,Move hands down towards the body while wiggling fingers.,276,2,77,4
1209,Bring hands back up and put them together with fingers interlaced.,276,3,94,1
1210,Separate hands and bring them back down towards the body with palms facing downwards.,276,4,77,3
1211,Clap hands together once.,276,5,88,23
1212,"Extend both hands in front of the body, palms facing down.",277,1,69,0
1213,"Move both hands apart, spreading fingers slightly.",277,2,44,2
1214,"Bring both hands back together, with fingertips touching.",277,3,36,1
1215,"Rotate both hands in a circular motion, keeping palms facing down.",277,4,24,1
1216,"Begin with both hands in a fist, one on top of the other in front of the chest.",278,1,12,0
1217,"Extend the top hand upward and the bottom hand downward, opening both hands into flat palms.",278,2,12,2
1218,"Move both hands outward and downward, ending with the top hand slightly higher than the bottom hand.",278,3,12,2
1219,"Close both hands into fists again, bringing them back to the chest.",278,4,1,1
1220,Start with both hands in fists held at chest level.,279,1,76,0
1221,Extend both arms outwards and upwards diagonally.,279,2,96,2
1222,Spread fingers wide and shake both hands in the air.,279,3,46,0
1223,Bring both hands back to chest level with fists clenched.,279,4,4,6
1224,"Open right hand with palm facing up, fingers slightly spread.",280,1,46,7
1225,Bring right hand up to mouth and slightly lick fingers.,280,2,88,11
1226,Quickly flick fingers away from mouth.,280,3,75,0
1227,Tilt head slightly to the right while maintaining hand position.,280,4,15,4
1228,Wiggle fingers in a downward motion to represent dampness.,280,5,25,6
1229,Extend the fingers of both hands and bring them together in front of the chest.,281,1,49,8
1230,Move both hands slightly to the right.,281,2,18,2
1231,Make a circular motion with both hands while keeping them in front of the chest.,281,3,97,1
1232,Bring both hands back to the starting position.,281,4,53,3
1233,"Both hands flat, palms facing downward, move horizontally in front of the body.",282,1,69,0
1234,Head slightly tilted to the side.,282,2,86,9
1235,Both hands remain flat as they move downwards to emphasize the flatness.,282,3,45,0
1236,Head returns to neutral position.,282,4,43,3
1237,"Place both hands palm down in front of you, fingers spread apart.",283,1,46,6
1238,"Move both hands outward and upward simultaneously, with the fingers still spread.",283,2,20,2
1239,Close both hands into fists as you bring them closer together in front of you.,283,3,65,4
1240,"Open both hands again and move them apart, spreading the fingers wide.",283,4,44,1
1241,Repeat the motion of bringing the hands together and spreading them apart several times in a fluid motion.,283,5,68,2
1242,Finish by smoothly moving both hands outward and downward while flicking the fingers outward.,283,6,25,4
1243,"Start with both hands in a flat position, palms facing down, moving them in a flowing motion downward and to the sides.",284,1,7,2
1244,"Continue the flow motion with both hands moving in a zig-zag pattern, simulating the movement of flowing water.",284,2,95,2
1245,"Finish the sign by bringing both hands together at the center in a fluid motion, symbolizing the seamless movement of flowing water.",284,3,59,5
1246,Release the hands and pause to complete the sign.,284,4,80,3
1247,"Extend both hands in front of the body with palms facing down, fingers slightly apart.",285,1,69,4
1248,"Bring both hands together, keeping the fingers spread.",285,2,46,3
1249,"Open the hands and wiggle the fingers, simulating falling snowflakes.",285,3,56,5
1250,Repeat the movement to emphasize the idea of falling snowflakes.,285,4,55,2
1251,"Start with both hands open, palms facing down, and move them in a flowing motion from side to side in front of the body.",286,1,5,2
1252,"As the hands move, tilt the head slightly to the side to mimic the movement of water.",286,2,86,6
1253,"Continue the flowing motion of the hands, emphasizing the smoothness and fluidity of a river.",286,3,95,2
1254,"Finish the sign by bringing the hands together in front of the body, symbolizing the merging of two streams into a larger river.",286,4,59,5
1255,"Begin with hands together, palms facing each other.",287,1,28,2
1256,"Move hands apart in a sweeping motion, mimicking the rising water levels of a flood.",287,2,13,4
1257,"Bring hands back together in a quick, sharp motion, symbolizing the receding waters of a flood.",287,3,42,1
1258,Repeat the sweeping and receding motion with hands a few times to emphasize the concept of a flood.,287,4,68,2
1259,"Start with both hands in a ""F"" handshape near the mouth.",288,1,14,4
1260,"Move both hands away from the face in a circular motion while opening the hands into a ""O"" handshape.",288,2,71,4
1261,"Continue the circular motion with the ""O"" handshapes moving upwards towards the head.",288,3,47,6
1262,"Finish the sign by twisting both hands outward and upward, fingers pointing towards the sky.",288,4,90,0
1263,Start with both hands open and facing each other in front of the chest.,289,1,2,1
1264,Move both hands outward and slightly downward in a sweeping motion.,289,2,13,2
1265,"Bring both hands back together in front of the chest, crossing one hand over the other.",289,3,37,3
1266,"Extend both hands out again, one hand in front of the other, in a linear motion.",289,4,88,2
1267,Lower both hands down to the side with palms facing down to complete the sign for FOLGE.,289,5,80,1
1268,Raise eyebrows and tilt head slightly to the side,290,1,86,0
1269,Bring right hand up to chin in a questioning gesture,290,2,33,1
1270,Form a question mark shape with index finger and thumb,290,3,35,3
1271,Move hand up and down in a small arc while maintaining the question mark shape,290,4,57,2
1272,"Start with both hands in fists, palms facing down, at chest level.",291,1,76,2
1273,"Extend both arms out in front of you, palms facing up, while lifting your head slightly.",291,2,65,2
1274,"Bring both hands together in front of you, palms facing each other, at chest level.",291,3,40,7
1275,"Rotate both hands in a circular motion, as if outlining a circle in front of you.",291,4,24,2
1276,"Bring both hands down to your sides, palms facing down, while lowering your head.",291,5,21,8
1277,Relax your hands and return to a neutral position.,291,6,43,3
1278,"Start with both hands forming the letter F by touching the thumb and index finger together, and then bring them together to touch the middle finger on the dominant hand.",292,1,11,2
1279,"Move both hands diagonally upwards and to the left, representing the geographical location of France.",292,2,88,9
1280,Make a circular motion with the dominant hand near the chest to represent the French flag.,292,3,88,21
1281,"Finish with both hands forming the letter R by touching the thumb and index finger together, and then bring them together to touch the middle finger on the dominant hand.",292,4,11,2
1282,"Start with both hands in a fists, palms facing inward.",293,1,81,0
1283,Open both hands simultaneously and move them away from the body.,293,2,71,6
1284,Spread fingers wide apart as if releasing something.,293,3,52,2
1285,Bring hands back towards the body with palms facing upward and fingers extended.,293,4,77,3
1286,Finish by opening both hands and extending arms outwards in a gesture of freedom.,293,5,59,2
1287,Start with both hands in fists at chest level.,294,1,76,0
1288,Extend both index fingers and point them upwards.,294,2,79,6
1289,Move both hands in a circular motion above the head.,294,3,47,6
1290,Bring both hands back down to chest level with fists clenched.,294,4,4,6
1291,Open both hands and spread fingers outwards.,294,5,46,2
1292,"Begin with both hands open, palms facing up, and arms extended outward.",295,1,60,1
1293,"Bring both hands inward towards chest, palms still facing up, and bend elbows slightly.",295,2,81,1
1294,"Rotate both hands outward, as if opening a book.",295,3,52,6
1295,"Extend both hands forward, palms facing down, and move in a circular motion.",295,4,84,3
1296,"Bring both hands back towards chest, palms facing up, and bend elbows slightly.",295,5,77,3
1297,"Finish with both hands open, palms facing up, and arms extended outward.",295,6,60,1
1298,"Start with hands open and palms facing up, showing happiness",296,1,60,4
1299,"Bring hands close to chest, indicating joy",296,2,88,1
1300,"Raise hands up slightly and open fingers, expressing excitement",296,3,56,8
1301,"Rotate hands outward and up, signifying delight",296,4,88,1
1302,Begin with a smile on your face,297,1,21,2
1303,"Extend both hands outward, palms facing up, in a welcoming gesture",297,2,60,1
1304,"Bring both hands together in front of your chest, fingers interlaced",297,3,49,10
1305,"Open your hands and flutter your fingers outward, as if spreading positivity",297,4,44,0
1306,"Tilt your head slightly to the side, with a warm expression on your face.",297,5,86,7
1307,Hands making a gentle brushing motion in front of the body,298,1,95,2
1308,Head tilting slightly to the side,298,2,86,6
1309,Hands moving upward in a fluid motion,298,3,82,1
1310,Head nodding in agreement,298,4,38,0
1311,Start with a neutral face and hands relaxed at chest level.,299,1,43,0
1312,"Bring both hands up to chest level, palms facing down, and smile.",299,2,4,1
1313,"Move both hands outwards from the chest while keeping the palms facing up, still smiling.",299,3,73,4
1314,"Raise both hands above the head with palms facing outwards, while maintaining the smile.",299,4,19,2
1315,"Begin with both hands open in front of the chest, palms facing inward.",300,1,29,4
1316,"Move both hands forward simultaneously, extending the arms out in front of the body.",300,2,20,1
1317,Keep the hands parallel to each other as they move forward.,300,3,0,1
1318,"Bring the hands back to the starting position at the chest, completing the sign for 'FRONT'.",300,4,16,0
1319,Hands start with closed fists at chest level.,301,1,76,0
1320,Extend arms outwards and downwards simultaneously.,301,2,96,2
1321,"Open hands and extend fingers, mimicking frost forming.",301,3,56,3
1322,"Bring hands together in a downward motion, signifying cold temperatures.",301,4,25,0
1323,"Start with both hands open and facing up, then bring both hands together in front of the chest.",302,1,14,3
1324,"Open both hands and raise them up to shoulder level, palms facing outwards.",302,2,48,3
1325,"Bring both hands together in front of the chest with fingers slightly touching, then rotate both hands in a circular motion.",302,3,97,0
1326,"Open both hands and move them upwards, while twisting the wrist in a slight motion.",302,4,73,3
1327,"Extend both hands in front of the body, palms facing down.",303,1,69,0
1328,"Bring both hands up towards the face, fingers spread out.",303,2,46,3
1329,"Move both hands in a circular motion, as if representing the blooming of flowers.",303,3,22,5
1330,"Extend both hands outwards and slightly upwards, as if reaching for the sky.",303,4,90,0
1331,"Extend both hands in front of the chest, palms facing inward.",304,1,81,0
1332,"Bring both hands up to touch the sides of the head, fingers extended.",304,2,50,0
1333,"Rotate both hands in a circular motion around the head, fingertips lightly touching the temples.",304,3,24,2
1334,"Bring both hands back to the chest, palms facing inward.",304,4,81,1
1335,Extend the fingers of the right hand and touch the thumb to the tip of the pinky.,305,1,18,1
1336,Extend the thumb of the right hand and touch the tip of the thumb to the tip of the ring finger.,305,2,11,3
1337,Extend the fingers of the left hand and touch the thumb to the tip of the pinky.,305,3,18,1
1338,"Bring both hands together, with the fingers of the right hand touching the fingers of the left hand.",305,4,58,2
1339,Start with the dominant hand forming the number five with the fingers extended.,306,1,85,3
1340,Rotate the hand in a circular motion to indicate days.,306,2,24,3
1341,Use the non-dominant hand to point to the dominant hand as you continue the circular motion.,306,3,3,2
1342,"Start with both hands facing upwards, with fingers extended and together.",307,1,41,1
1343,"Bring both hands down towards the waist, bending the wrists slightly.",307,2,31,1
1344,"Extend the right hand upwards, with all fingers except the thumb closed and pointing upwards.",307,3,66,3
1345,"Extend the left hand upwards, with all fingers closed and pointing upwards.",307,4,66,3
1346,"Bring both hands together in front of the chest, with the right hand over the left hand.",307,5,58,2
1347,"Extend the right hand upwards again, with all fingers except the thumb closed and pointing upwards.",307,6,66,3
1348,"Extend the left hand upwards again, with all fingers except the thumb closed and pointing upwards.",307,7,66,3
1349,"Start with both hands closed, palms facing towards you.",308,1,10,4
1350,Open the hands and extend all fingers outward.,308,2,56,2
1351,"Move the right hand to the right side of the chest, while the left hand moves to the left side of the chest.",308,3,18,1
1352,Bring both hands together in front of the chest and draw a large circle with the right hand.,308,4,49,1
1353,"Move the right hand to the right side of the chest, while the left hand moves to the left side of the chest.",308,5,18,1
1354,"Cross both hands in front of the chest, with the right hand on top of the left hand.",308,6,12,2
1355,Open the hands and extend all fingers outward again.,308,7,56,2
1356,Bring both hands towards the chest in a cupping motion.,308,8,77,6
1357,"Start with the dominant hand in a fist shape, palm facing up at chest level.",309,1,83,1
1358,Extend the index finger of the dominant hand and tap it twice on the non-dominant wrist.,309,2,3,6
1359,Bring the dominant hand up to the non-dominant shoulder and tap the index finger twice on the shoulder.,309,3,3,6
1360,"Move the dominant hand back down to chest level and form a five handshape by extending all fingers, palm facing out.",309,4,83,0
1361,Hold the five handshape in place for a moment to indicate the number 'five'.,309,5,30,0
1362,"Start with both hands in a closed fist, palms facing each other in front of your chest.",310,1,10,6
1363,"Extend your right hand, keeping the fingers together, and move it to the right side of your body at a 45-degree angle.",310,2,18,4
1364,Bring your left hand up to your chest and tap the thumb of your right hand twice.,310,3,21,1
1365,Extend all fingers on both hands and tilt your head slightly to the left.,310,4,15,0
1366,Bring your hands back to a closed fist position in front of your chest.,310,5,21,6
1367,Start with the dominant hand fingerspelling 'F' gesture.,311,1,34,0
1368,Move the dominant hand to the side of the non-dominant hand.,311,2,3,5
1369,"Use the dominant hand to fingerspell 'U', 'E', 'N', 'F' on the non-dominant hand.",311,3,3,2
1370,Move the dominant hand back to the original position.,311,4,16,0
1371,Tap the thumb of the dominant hand on the non-dominant hand three times to indicate 'ZIG'.,311,5,3,2
1372,"Begin with both hands in a closed fist, palms facing down.",312,1,10,3
1373,Move both hands forward and slightly upward in a sweeping motion.,312,2,13,1
1374,Open both hands with fingers spread apart.,312,3,46,2
1375,Bring both hands together in front of the chest with palms facing each other.,312,4,40,1
1376,Tilt head slightly to the left while keeping hands together.,312,5,15,6
1377,Separate hands and move them apart to the sides.,312,6,72,3
1378,"End with hands at shoulder width apart, palms facing down.",312,7,91,0
1379,"Begin with both hands open in front of the chest, palms facing down.",313,1,29,4
1380,Sweep both hands outwards and upwards in a circular motion.,313,2,73,0
1381,"Bring both hands together in front of the chest, palms facing each other.",313,3,40,2
1382,"Open both hands outwards, fingers spread apart.",313,4,46,2
1383,Move both hands outwards and downwards in a sweeping motion.,313,5,13,4
1384,"Begin with hands open, palms facing up, in front of chest",314,1,29,4
1385,"Move hands forward and slightly downward, alternating from left to right",314,2,25,3
1386,"Curve fingers inwards towards palms, emphasizing ""us"" or ""for us""",314,3,88,11
1387,"End with hands open, palms facing outwards, in front of chest",314,4,60,2
1388,"Begin with both hands in the G handshape, palm facing down.",315,1,29,0
1389,Rotate both hands so the palms are facing up.,315,2,99,3
1390,Open both hands into a U handshape.,315,3,56,6
1391,"Move both hands in a circular motion, like drawing a circle in the air.",315,4,47,8
1392,Close both hands into an N handshape.,315,5,1,2
1393,Extend both index fingers forward.,315,6,84,1
1394,"Start with both hands in fists, palms facing down, at chest level.",316,1,76,2
1395,Open both hands and move them outward and downward simultaneously.,316,2,20,2
1396,Bring both hands back to chest level and make fists again.,316,3,4,6
1397,"Extend both hands forward and slightly upward, palms facing outward.",316,4,82,5
1398,Close fists and bring hands back to chest level.,316,5,1,1
1399,"Repeat steps 2-5 in a quick, fluid motion.",316,6,87,2
1400,"Extend both hands in front of the body, palms facing down, with fingers slightly curved.",317,1,69,4
1401,"Move both hands outward in a circular motion, as if outlining the shape of a garden.",317,2,22,5
1402,"Bring both hands back towards the body, continuing the circular motion.",317,3,77,0
1403,"Finish by gesturing towards the ground with both hands, representing the idea of planting or cultivating a garden.",317,4,88,24
1404,Extend your dominant hand out with palm facing up.,318,1,83,2
1405,Place your non-dominant hand on top of your dominant hand.,318,2,98,6
1406,"Move your hands forward slightly, as if offering something.",318,3,22,2
1407,Close your hands together in a gentle clapping motion.,318,4,67,2
1408,"Start with both hands in the 'G' handshape, palms facing each other.",319,1,2,3
1409,"Move both hands upward in a smooth motion, indicating the height of a mountain range.",319,2,82,1
